,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_date,wait_min,cleanliness,safety,satisfaction
195,819,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,80,Somewhat clean,Neutral,Neutral
196,2924,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,205,Somewhat clean,Somewhat safe,Somewhat satsified
197,2245,Thursday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,140,Average,Somewhat safe,Somewhat satsified
198,238,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,115,Somewhat clean,Very safe,Somewhat satsified
199,1077,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,385,Somewhat clean,Somewhat safe,Neutral
200,3176,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,120,Somewhat clean,Very safe,Somewhat satsified
201,1798,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175,Average,Neutral,Neutral
202,1737,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,420,Somewhat clean,Somewhat safe,Very satisfied
203,3264,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,390,Somewhat clean,Very safe,Very satisfied
204,2663,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,152,Clean,Somewhat safe,Somewhat satsified
205,1321,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,276,Somewhat clean,Very safe,Neutral
206,2377,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,2018-12-31,250,Average,Neutral,Somewhat satsified
207,3024,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,105,Average,Somewhat safe,Somewhat satsified
208,713,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185,Clean,Very safe,Somewhat satsified
209,2385,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub     ,Gates 91-102,2018-12-31,515,Somewhat clean,Very safe,Somewhat satsified
210,1732,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100,Somewhat clean,Neutral,Somewhat satsified
211,2878,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180,Clean,Very safe,Very satisfied
212,1607,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,200,Somewhat clean,Very safe,Neutral
213,2562,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,165,Clean,Very safe,Somewhat satsified
214,2682,Friday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,105,Somewhat clean,Somewhat safe,Neutral
215,1771,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,115,Clean,Very safe,Very satisfied
216,3265,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,82,Clean,Somewhat safe,Somewhat satsified
217,2937,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,225,Average,Somewhat safe,Neutral
218,2550,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,2018-12-31,300,Clean,Very safe,Very satisfied
219,810,Sunday,ALASKA,BALTIMORE,EAST US,    Medium,Gates 50-59,2018-12-31,170,Clean,Somewhat safe,Neutral
220,664,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,120,Somewhat clean,Somewhat safe,Somewhat satsified
221,2894,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,125,Somewhat clean,Somewhat safe,Somewhat satsified
222,2703,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,2018-12-31,150,Clean,Very safe,Somewhat satsified
223,2364,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105,Somewhat clean,Very safe,Somewhat satsified
224,1038,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125,Somewhat clean,Somewhat safe,Neutral
225,3030,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,150,Somewhat clean,Somewhat safe,Very satisfied
226,1438,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,130,Somewhat clean,Very safe,Somewhat satsified
227,1634,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,120,Average,Neutral,Somewhat satsified
228,2142,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125,Somewhat clean,Somewhat safe,Neutral
229,3198,Tuesday,UNITED,ONTARIO (CALIF),West US,Small     ,Gates 70-90,2018-12-31,1365,Average,Somewhat safe,Somewhat unsatisfied
230,2658,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,155,Somewhat clean,Somewhat safe,Somewhat satsified
231,282,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,224,Clean,Very safe,Somewhat satsified
232,100,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,120,Somewhat clean,Very safe,Somewhat satsified
233,3243,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,125,Clean,Very safe,Somewhat satsified
234,1646,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,350,Somewhat clean,Very safe,Neutral
235,662,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,2018-12-31,225,Clean,Very safe,Very satisfied
236,622,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,110,Somewhat clean,Very safe,Neutral
237,2132,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,2018-12-31,183,Average,Very safe,Somewhat satsified
238,2395,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,180,Somewhat clean,Somewhat safe,Very satisfied
239,2126,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,190,Clean,Very safe,Somewhat satsified
240,325,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,55,Somewhat clean,Very safe,Somewhat satsified
241,2531,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,130,Somewhat clean,Very safe,Very satisfied
242,3210,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160,Somewhat clean,Very safe,Very satisfied
243,1816,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,215,Average,Somewhat safe,Somewhat satsified
244,2852,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,607,Somewhat clean,Very safe,Neutral
245,3063,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,215,Clean,Very safe,Somewhat satsified
246,1923,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185,Clean,Very safe,Somewhat satsified
247,2785,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,195,Somewhat clean,Very safe,Somewhat satsified
248,415,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,2018-12-31,55,Somewhat clean,Very safe,Very satisfied
249,419,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium     ,Gates 60-69,2018-12-31,173,Somewhat clean,Very safe,Somewhat satsified
250,1669,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,195,Somewhat clean,Very safe,Somewhat satsified
251,420,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,158,Somewhat clean,Somewhat safe,Somewhat satsified
252,2473,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,231,Somewhat clean,Somewhat safe,Somewhat satsified
253,1769,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,95,Somewhat clean,Very safe,Somewhat satsified
254,2122,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,125,Average,Neutral,Neutral
255,2921,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,235,Clean,Very safe,Very satisfied
256,1180,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55,Clean,Very safe,Somewhat satsified
257,836,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,155,Somewhat clean,Somewhat safe,Somewhat satsified
258,2899,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105,Clean,Very safe,Very satisfied
259,659,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,135,Somewhat clean,Very safe,Neutral
260,2240,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,110,Average,Somewhat safe,Somewhat satsified
261,323,Thursday,UNITED,BURBANK,West US,    Small,Gates 70-90,2018-12-31,250,Clean,Very safe,Very satisfied
262,506,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,148,Average,Somewhat safe,Somewhat unsatisfied
263,2864,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,148,Somewhat clean,Somewhat safe,Neutral
264,2654,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub     ,Gates 1-12,2018-12-31,230,Clean,Very safe,Somewhat satsified
265,2662,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,105,Clean,Neutral,Somewhat satsified
266,430,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,173,Clean,Very safe,Very satisfied
267,1281,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,150,Somewhat clean,Somewhat safe,Somewhat satsified
268,2966,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105,Clean,Very safe,Somewhat satsified
269,1968,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,140,Somewhat clean,Somewhat safe,Somewhat satsified
270,3249,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,185,Clean,Very safe,Very satisfied
271,2941,Friday,TURKISH AIRLINES,ISTANBUL,middle east,    Hub,Gates 91-102,2018-12-31,195,Somewhat clean,Somewhat safe,Neutral
272,2810,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,100,Somewhat clean,Neutral,Somewhat satsified
273,2613,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,100,Somewhat clean,Somewhat safe,Neutral
274,1914,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,185,Somewhat clean,Very safe,Somewhat satsified
275,194,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,190,Somewhat clean,Somewhat safe,Somewhat satsified
276,2316,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,150,Clean,Somewhat safe,Very satisfied
277,1430,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,2018-12-31,82,Clean,Somewhat safe,Very satisfied
278,2881,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,130,Clean,Very safe,Very satisfied
279,1864,Tuesday,UNITED,LOS ANGELES,West US,    Hub,Gates 60-69,2018-12-31,100,Average,Somewhat safe,Somewhat unsatisfied
280,1702,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,120,Clean,Somewhat safe,Very satisfied
281,653,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205,Somewhat clean,Neutral,Neutral
282,1500,Wednesday,DELTA,LOS ANGELES,West US,Hub     ,Gates 40-48,2018-12-31,135,Somewhat clean,Neutral,Neutral
283,2660,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132,Somewhat clean,Very safe,Somewhat satsified
284,656,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,2018-12-31,225,Somewhat clean,Very safe,Somewhat satsified
285,1908,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115,Clean,Very safe,Somewhat satsified
286,427,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,485,Somewhat clean,Very safe,Somewhat satsified
287,630,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,85,Clean,Neutral,Very satisfied
288,1928,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155,Somewhat clean,Somewhat safe,Somewhat satsified
289,1587,Wednesday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,110,Somewhat clean,Somewhat safe,Somewhat satsified
290,1830,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135,Clean,Very safe,Very satisfied
291,2516,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,199,Clean,Somewhat safe,Somewhat satsified
292,1076,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295,Average,Somewhat safe,Somewhat satsified
293,2943,Wednesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,125,Clean,Very safe,Very satisfied
294,2939,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,585,Average,Very safe,Somewhat unsatisfied
295,605,Thursday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,85,Somewhat clean,Neutral,Somewhat satsified
296,288,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,104,Somewhat clean,Somewhat safe,Somewhat satsified
297,2622,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,87,Somewhat clean,Somewhat safe,Neutral
298,3124,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,143,Somewhat clean,Neutral,Somewhat satsified
299,2431,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,220,Somewhat clean,Somewhat safe,Somewhat satsified
300,1657,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,180,Average,Somewhat safe,Neutral
301,879,Tuesday,ALASKA,RALEIGH-DURHAM,EAST US,Medium     ,Gates 50-59,2018-12-31,160,Somewhat clean,Very safe,Somewhat satsified
302,886,Tuesday,ALASKA,RALEIGH-DURHAM,EAST US,    Medium,Gates 50-59,2018-12-31,175,Clean,Very safe,Somewhat satsified
303,1557,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105,Somewhat clean,Very safe,Somewhat satsified
304,806,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,105,Somewhat clean,Somewhat safe,Somewhat satsified
305,692,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,213,Average,Neutral,Neutral
306,196,Wednesday,AMERICAN,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,100,Average,Neutral,Neutral
307,855,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,334,Somewhat clean,Very safe,Somewhat satsified
308,3010,Wednesday,AMERICAN,MIAMI,EAST US,Hub     ,Gates 50-59,2018-12-31,88,Somewhat clean,Very safe,Somewhat satsified
309,2338,Wednesday,UNITED,AUSTIN,Midwest US,Medium     ,Gates 70-90,2018-12-31,120,Somewhat clean,Very safe,Somewhat satsified
310,1891,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,140,Somewhat clean,Somewhat safe,Somewhat satsified
311,2403,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,230,Average,Very safe,Neutral
312,448,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,125,Somewhat clean,Somewhat safe,Somewhat satsified
313,1182,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105,Average,Neutral,Neutral
314,1609,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,230,Somewhat clean,Very safe,Neutral
315,3260,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,120,Clean,Very safe,Very satisfied
316,308,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,80,Clean,Very safe,Somewhat satsified
317,972,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,130,Average,Very safe,Neutral
318,1553,Wednesday,AIR CHINA,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,185,Clean,Very safe,Very satisfied
319,1812,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,175,Average,Somewhat safe,Somewhat satsified
320,1061,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295,Clean,Very safe,Very satisfied
321,1811,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,211,Somewhat clean,Somewhat safe,Somewhat satsified
322,2714,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,62,Clean,Very safe,Very satisfied
323,2724,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,107,Clean,Very safe,Somewhat satsified
324,229,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,70,Clean,Very safe,Neutral
325,1949,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155,Somewhat clean,Somewhat safe,Somewhat satsified
326,1897,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145,Somewhat dirty,Neutral,Neutral
327,2239,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,95,Somewhat clean,Somewhat safe,Somewhat satsified
328,479,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,88,Somewhat clean,Very safe,Somewhat satsified
329,2170,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153,Average,Somewhat safe,Somewhat satsified
330,2971,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,250,Somewhat clean,Very safe,Very satisfied
331,2442,Tuesday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,207,Somewhat clean,Neutral,Neutral
332,3207,Thursday,AMERICAN,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,70,Clean,Very safe,Somewhat satsified
333,2926,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,90,Clean,Very safe,Very satisfied
334,859,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,685,Somewhat clean,Somewhat safe,Somewhat satsified
335,2918,Thursday,DELTA,SEATTLE,West US,    Hub,Gates 40-48,2018-12-31,90,Somewhat clean,Neutral,Somewhat satsified
336,944,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,165,Clean,Very safe,Very satisfied
337,418,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,195,Somewhat clean,Very safe,Somewhat satsified
338,1323,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,200,Clean,Very safe,Very satisfied
339,2480,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,101,Clean,Very safe,Somewhat satsified
340,1750,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145,Average,Somewhat safe,Somewhat satsified
341,1131,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,90,Somewhat clean,Somewhat safe,Very satisfied
342,3193,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,160,Somewhat clean,Very safe,Neutral
343,1322,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,180,Clean,Very safe,Somewhat satsified
344,2166,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,113,Clean,Very safe,Somewhat satsified
345,555,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,225,Somewhat clean,Very safe,Somewhat satsified
346,1757,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175,Somewhat clean,Somewhat safe,Somewhat satsified
347,1065,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,295,Somewhat clean,Very unsafe,Neutral
348,1298,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,111,Average,Somewhat safe,Neutral
349,396,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,2018-12-31,100,Somewhat clean,Somewhat safe,Somewhat satsified
350,1383,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,145,Average,Very safe,Neutral
351,1028,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,135,Somewhat clean,Neutral,Somewhat unsatisfied
352,1813,Monday,UNITED INTL,LONDON HEATHROW,eur,    Hub,Gates 91-102,2018-12-31,155,Average,Very safe,Neutral
353,331,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,2018-12-31,156,Average,Somewhat safe,Neutral
354,3091,Sunday,ALASKA,NEWARK,EAST US,    Hub,Gates 50-59,2018-12-31,140,Clean,Very safe,Very satisfied
355,1315,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,96,Clean,Somewhat safe,Neutral
356,352,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,240,Somewhat clean,Somewhat safe,Somewhat satsified
357,1659,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,180,Clean,Very safe,Somewhat satsified
358,1964,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,200,Clean,Somewhat safe,Somewhat satsified
359,790,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,2018-12-31,105,Average,Somewhat safe,Somewhat satsified
360,1445,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,85,Clean,Very safe,Somewhat satsified
361,293,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,182,Clean,Very safe,Very satisfied
362,294,Thursday,UNITED,SAN DIEGO,West US,Medium     ,Gates 70-90,2018-12-31,182,Somewhat clean,Very safe,Very satisfied
363,763,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,115,Somewhat clean,Neutral,Somewhat satsified
364,1701,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,180,Average,Somewhat safe,Neutral
365,2472,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,139,Somewhat clean,Very safe,Neutral
366,2892,Sunday,WOW,REYKJAVIK,eur,    Small,Gates 1-12,2018-12-31,175,Somewhat clean,Very safe,Somewhat unsatisfied
367,2612,Tuesday,JETBLUE,BOSTON,EAST US,    Large,Gates 1-12,2018-12-31,120,Average,Neutral,Somewhat unsatisfied
368,263,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,175,Clean,Very safe,Neutral
369,3103,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,105,Clean,Somewhat safe,Very satisfied
370,2275,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,145,Clean,Very safe,Very satisfied
371,2688,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,140,Average,Neutral,Neutral
372,2678,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,212,Clean,Somewhat safe,Very satisfied
373,539,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,30,Clean,Very safe,Very satisfied
374,2496,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,191,Clean,Neutral,Very satisfied
375,2916,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,105,Clean,Very safe,Very satisfied
376,2299,Tuesday,UNITED,SAN ANTONIO,Midwest US,    Medium,Gates 70-90,2018-12-31,120,Clean,Somewhat safe,Very satisfied
377,1853,Sunday,ALASKA,KAHULUI,West US,    Small,Gates 50-59,2018-12-31,145,Clean,Very safe,Very satisfied
378,3014,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,2018-12-31,90,Somewhat clean,Neutral,Somewhat satsified
379,1133,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,100,Somewhat clean,Somewhat safe,Very satisfied
380,2874,Friday,EVA AIR,TAIPEI,Asia,    Hub,Gates 91-102,2018-12-31,100,Somewhat clean,Somewhat safe,Neutral
381,816,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,110,Somewhat clean,Somewhat safe,Somewhat satsified
382,249,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,2018-12-31,130,Clean,Very safe,Somewhat satsified
383,2204,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,210,Clean,Somewhat safe,Somewhat satsified
384,2748,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,150,Somewhat clean,Very safe,Somewhat satsified
385,335,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,180,Clean,Very safe,Somewhat satsified
386,1922,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,135,Average,Neutral,Somewhat satsified
